Date,Days,Open,High,Low,Close,POC,VAH,VAL,IB High,IB Low,RE High,RE Low,RF,TPO Ab. POC,TPO Bl. POC,Total TPO,Range (pips),V.A Range,IB Range,Volume,Avg Volume,(VTY),TFF,Close %R,SF,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO
6/13/2025,1,1.346150941,1.437011851,1.144932085,1.539525746,1.428392652,1.501700875,1.242279599,1.319065857,0.89942632,0.10182033,-0.916097539,0.97597792,-1.019939866,0.912097626,-0.089811486,0.380571761,1.022264787,5.270215831,-0.262310904,0.003835283,0.274430522,-0.842766019,-0.989349892,0.250239373,-0.416661391,0.555841718,-0.490850911,0.301992198
6/12/2025,1,1.627601902,1.380843309,1.55171928,1.34344594,1.37078343,1.33023666,1.470373396,1.613360822,1.645323656,-1.009310325,0.181440489,-0.989333492,0.062410057,-0.987694842,-0.673920753,-0.908989145,-0.922955708,-1.081784079,-0.576854784,-0.604058925,-0.720828648,0.761427681,0.849316319,0.037629405,-0.879131085,-0.477836357,0.124759345,-0.778529872
6/11/2025,1,1.683726345,1.628072126,1.829743742,1.628281389,1.645806604,1.627581269,1.778099877,1.639181603,1.634025007,-0.32780194,-0.787895509,0.299479776,-0.038850264,-0.737685976,-0.568104886,-1.058066472,-1.013359084,-0.570851277,-0.659080691,-0.687877606,-0.611653681,1.556871623,0.616128686,0.050684695,-0.784898628,-0.302919521,-0.036126652,-0.580050705
6/10/2025,1,1.863089184,1.768870049,1.670786807,1.685348859,1.691514374,1.855726417,1.736973125,1.820827018,1.862673813,-0.469160384,0.432621909,0.457054961,-0.688063476,-0.191093222,-0.671139556,-0.268441283,0.209885007,-1.247736901,-0.706143788,-0.735938188,-0.727308679,-0.679323778,0.009115512,1.180914737,-0.685961942,-0.143101238,-0.497833346,-0.364960852
6/9/2025,1,1.877558058,1.673522089,1.994393461,1.859952085,1.801415146,1.697965692,1.925351866,1.900967723,1.868833843,-0.96195882,-0.553615431,-0.808605476,-0.980777624,-0.584008386,-1.161323115,-1.351822033,-1.331471385,-0.293509217,-0.99704109,-1.032465404,-1.220953422,1.561053085,-0.639317273,1.982281902,-1.190624408,-0.248595676,-0.702671206,-0.874132665
6/6/2025,1,1.504909705,1.735332901,1.786105006,1.875911752,1.565180918,1.69078662,1.611653117,1.531006462,1.568046675,0.31379838,-0.789456551,1.12667678,-0.510183471,-1.059455281,-1.190969241,-0.616636618,0.066545586,-1.049513772,-0.793113739,-0.82506794,-1.252877016,-0.863819061,-0.846745548,0.424374602,-0.172418374,-1.421858239,-0.932813652,-0.060052839
6/5/2025,1,0.845785547,1.44219838,1.19009269,1.507060909,1.448690661,1.557301615,1.414976352,0.83212304,0.895768123,1.549360008,-0.965044307,2.005062034,-0.837375379,0.235745022,-0.489312667,0.254256863,0.357262723,-1.133126493,-0.521110882,-0.548125042,-0.527006974,-1.08643948,-0.766181442,0.940480198,0.195777528,-0.007702909,-0.745748409,-0.35424516
6/4/2025,1,1.388873999,1.337358282,1.164432036,0.849344189,1.469052366,1.45244295,1.356986731,1.396744396,1.444261471,-0.430042719,0.758056635,0.502000972,-1.134022036,0.401781696,-0.592730933,0.069047115,0.153234737,-1.083125074,-0.691955152,-0.722344963,-0.642466337,-1.007733928,1.418060462,-0.356196201,0.824635787,-0.323840607,-1.249670351,0.016544368
6/3/2025,1,0.717876758,1.136693282,0.954851878,1.389785527,1.419469586,1.295678154,1.019319189,0.780305184,0.80204668,0.818371185,-0.519169738,1.283501025,-1.655281517,0.764590215,-0.704422262,0.139015897,0.960095461,-0.545392047,-0.794129191,-0.826654132,-0.745485778,-1.213523357,-1.355534161,-2.248705758,0.469985932,-1.647633552,-0.316041788,0.003076784
6/2/2025,1,0.980690192,0.711941917,1.065831599,0.717576906,0.858855253,0.780281847,0.975309663,0.953097409,1.03523867,-0.85557838,-0.164446772,-1.303972193,-0.580579314,-0.848671989,-1.084525384,-1.1286053,-1.026437588,-1.379842288,-0.724532162,-0.755886955,-1.149113866,0.728747072,1.353755788,0.993988719,-0.978887396,-0.517077043,-0.537689997,-0.761281514
5/30/2025,1,1.154723052,1.075456094,1.233907115,0.978988304,1.070692122,0.986472182,1.198166142,1.185510088,1.152399446,-0.536406016,-0.310306092,-0.003379285,0.185239452,-0.726722058,-0.385220909,-0.708258221,-1.127525213,0.036485867,-0.491524775,-0.518511585,-0.437184369,0.649803414,0.941876796,-0.395616673,-1.303673592,-0.564695231,0.854474141,-0.730164779
5/29/2025,1,1.923704215,1.898292959,1.557791021,1.152960634,1.383271534,1.811176388,1.448982653,2.075152458,1.984237864,-0.829846916,1.127263547,-1.477890152,0.252952591,-1.16157057,-0.687042149,0.343873778,1.225790267,0.424551456,-0.427260285,-0.453081995,-0.748366554,-1.369549846,1.817692479,-1.118440911,0.657574064,-0.974872262,-1.084898021,0.400561255
5/28/2025,1,1.544020696,1.751918254,1.732921172,1.922146004,1.488280855,1.48867124,1.60417796,1.469208706,1.493306367,0.488639525,-0.819706051,0.038736736,0.304648902,-0.920417864,-0.444044548,-0.441419355,-0.785347537,-0.809430718,-0.492454747,-0.519529983,-0.498441206,-0.073615068,-1.103641219,-1.487713655,-1.376644764,-1.254838193,-0.015978096,1.518890732
5/27/2025,1,0.956442874,1.641653303,1.167635945,1.54824558,1.641927701,1.789132843,1.525094076,0.870987953,0.919917449,1.884962655,-0.794560023,0.95914375,-0.992232281,-0.174984341,-0.915801014,0.693829617,0.741465031,-0.905179396,-0.675039373,-0.705757938,-0.979166604,-1.83884195,-0.526493093,0.966211704,0.179362622,-0.289018539,-1.223484324,-0.456628972
5/26/2025,1,0.912049095,0.864350576,1.280858931,0.960010786,1.128995252,0.977259,1.206801785,0.877748605,0.979517894,-0.221110893,-0.942582573,-0.42827326,-1.417301108,-0.441383524,-1.454317572,-1.282688795,-1.172813609,-1.558458265,-1.171137555,-1.212383595,-1.532567111,0.526441892,0.844035896,0.360278885,-1.226115136,-0.538343619,-0.953451363,-0.872560373
5/23/2025,1,0.782237374,0.634565478,0.768484533,0.917224782,0.731503225,0.704743244,0.802265245,0.825744562,0.86902359,-0.681068152,0.247652632,1.08248755,-0.291830481,-0.362879561,-0.505096449,-0.511948791,-0.550842679,-0.806150652,-0.363687264,-0.388671589,-0.536772599,-0.004675824,-1.169869751,1.162842635,0.019830243,0.187529057,-0.41261293,-1.043094437
5/22/2025,1,0.70374069,0.666764594,0.70361829,0.782456904,0.523318556,0.623482533,0.563639638,0.647360281,0.594669783,-0.080828992,-0.347141741,-0.432280896,0.266172907,-1.010694763,-0.556970396,-0.274266968,0.131832924,0.440054869,-0.497889719,-0.525602776,-0.60399749,-0.505517915,-0.48878138,-0.218542972,-0.156700564,-0.901533047,-0.047595567,-0.319771185
5/21/2025,1,0.950877651,0.64323196,1.004763476,0.709760864,0.897980393,0.744059975,0.946826555,0.929066113,0.965331368,-0.93970782,-0.159777516,-0.737539399,-1.09312098,0.419403026,-0.53917384,-1.066589074,-0.986808381,-0.75052303,-0.411841487,-0.437859036,-0.589174008,1.687832601,0.726457739,0.050583616,-0.851954458,0.497014453,-0.41418642,-0.686913048
5/20/2025,1,1.119735281,1.000603235,1.194911811,0.957444823,1.013098349,0.889444931,1.07665807,1.285254883,1.212127368,-0.995591769,0.000157167,-0.580432328,-0.587178302,-0.340551554,-0.725953153,-0.739753492,-0.939419525,0.459561166,-0.664684498,-0.69599109,-0.793943957,0.184411959,0.66374332,0.85446845,-1.237316728,-1.110969878,0.036139555,0.317922819
5/19/2025,1,0.919962767,0.941962609,1.145482905,1.119729894,1.136608135,1.127854677,1.161347314,0.879503831,0.831176078,-0.004152781,-0.922573985,0.170546625,-1.044181961,-0.311023444,-1.07642572,-0.741251853,-0.335829518,0.284956669,-0.658003202,-0.689352617,-1.152348549,-0.376999093,-0.554029244,1.207863608,-0.268427774,-0.320676569,-1.001610738,-0.769716535
5/16/2025,1,1.127677333,0.811806038,1.146140329,0.919961172,1.07619265,0.954575399,1.208623007,1.064743584,0.942388296,-0.862156545,-0.580166187,0.171401747,-0.799166507,-0.368537732,-0.90947131,-1.016988875,-1.21068948,1.096936784,-0.753123175,-0.786678219,-0.966564048,0.667344019,0.212611808,0.626074206,0.172707746,0.479446378,-1.300438232,-1.191677915
5/15/2025,1,1.524916059,1.216797187,1.483661591,1.133946824,1.164080554,1.099451892,1.339187698,1.489603382,1.378907623,-0.993265676,-0.273746517,-0.741334263,-0.029174713,-1.203667433,-0.93767215,-0.923863252,-1.139029581,0.780700109,-0.544246637,-0.573531105,-0.991834907,0.295360736,1.116219268,-1.791375165,-1.51265331,-1.222583032,-0.19953527,0.65789218
5/14/2025,1,2.382221162,2.159204977,1.868747807,1.52663174,1.618945989,1.855051144,1.688737591,2.373771516,2.350087354,-0.993324381,1.302943799,-1.051210879,0.443570747,-0.953213166,-0.383517999,0.205360763,0.419814561,-0.646101324,-0.262454556,-0.285727854,-0.425264286,-0.904510639,1.415751175,-0.835796208,-0.97550589,-0.508195571,-0.687891472,1.646778897
5/13/2025,1,1.895338803,2.102461986,2.113503327,2.384171062,2.365789036,2.246906438,2.176925556,1.815294571,1.693195182,0.373265822,-1.024241626,1.644122917,-1.613737916,0.447193404,-0.954701151,-0.455300417,0.052921008,0.769158548,-0.541370757,-0.570527887,-1.024912303,-0.704715052,-1.327646156,-1.389880142,0.450240783,-1.015016805,-0.941724981,-0.30620571
5/12/2025,1,1.086969916,1.738010655,1.509347334,1.902829404,1.961387702,1.888063693,1.8215702,1.135478956,1.130521613,1.377374717,-0.993303015,1.207116328,-1.170638882,0.806066838,-0.318824185,0.187484697,0.058797868,-0.350102001,-0.0739617,-0.093278134,-0.360493703,-0.827090312,-0.945342169,-0.973095654,1.979361868,-0.391619023,-1.392281074,0.077045485
5/9/2025,1,0.83092028,0.780778474,0.896434886,1.091195102,0.736022232,0.670650734,0.744231291,0.7594194,0.737136233,-0.102934185,-0.428204332,0.032436057,-0.758140994,-0.637491614,-1.109323291,-0.470025658,-0.387977664,0.008463982,-0.578529201,-0.608445031,-1.185802837,-0.883941232,-1.23216833,1.383234975,-1.021159689,-1.146434788,-0.526999007,0.09474956
5/8/2025,1,-0.086426571,0.563679209,0.286581212,0.832566328,0.866650555,0.763422083,0.471925901,-0.094247608,-0.061887035,1.936939054,-1.022779644,1.8508083,-1.460056081,1.045473379,-0.346916865,0.584218269,1.186563332,-0.387455644,-0.180978347,-0.214072313,-0.442444422,-1.191861829,-1.240980449,-1.246667204,1.362187043,-0.845238261,-0.422858102,-0.522285107
5/7/2025,1,-0.167195471,-0.311259768,0.124971875,-0.082771581,-0.060887127,-0.186836671,0.053571536,-0.194002515,-0.176350744,-0.301182252,-0.898730688,1.311855493,-0.391582902,-0.352757872,-0.5498393,-1.074732273,-1.048884015,-0.154648385,-0.347245529,-0.388710327,-0.662581122,1.634876232,-0.018806121,1.559865884,-0.620827115,-0.145500582,0.035650278,-0.932899751
5/6/2025,1,-0.213039134,-0.472324977,-0.048403561,-0.160845801,-0.095028743,-0.284560226,-0.081716639,-0.251055055,-0.132332211,-0.6065999,-0.252841808,0.075317846,-1.425704114,0.678932164,-0.57072237,-1.024613168,-0.877102007,-1.532070165,-0.412168249,-0.45615484,-0.668491648,1.336929598,-0.662903741,-0.911180961,0.061204494,0.14355881,-0.764374044,-0.619750445
