Date,Days,Open,High,Low,Close,POC,VAH,VAL,IB High,IB Low,RE High,RE Low,RF,TPO Ab. POC,TPO Bl. POC,Total TPO,Range (pips),V.A Range,IB Range,Volume,Avg Volume,(VTY),TFF,Close %R,SF,Q1 TPO,Q2 TPO,Q3 TPO,Q4 TPO
6/13/2025,3,1.683726345,1.314487043,1.413269116,1.539525746,1.476261686,1.522193482,1.691352562,1.639181603,1.634025007,-0.856859516,0.26357243,0.072556419,0.394468669,-0.83628797,-0.51185466,-0.553469658,-0.729785627,-0.570851277,-0.560129158,-0.504667608,-0.429196184,0.056909451,-0.625295803,-1.628503186,0.566593266,0.620070343,-1.214514551,-1.044168282
6/12/2025,3,1.863089184,1.441964873,1.831402057,1.34344594,1.766948797,1.650670512,1.846905189,1.820827018,1.862673813,-0.947761004,-0.154542569,-0.220714178,-0.919237812,-0.090075384,-0.7360303,-1.132884659,-0.829813086,-1.247736901,-0.726858735,-0.754352659,-0.767167962,1.277295506,1.254488769,1.30548157,-0.999861632,-0.081474008,-0.466128218,-0.345599122
6/11/2025,3,1.877558058,1.47578876,1.915700568,1.628281389,1.857429541,1.656897097,2.036940736,1.900967723,1.868833843,-1.008778787,-0.288949892,-0.120609838,-0.753720141,-0.412163194,-0.923536438,-1.203213736,-1.282742808,-0.293509217,-0.884351601,-0.910365378,-0.949941899,1.119250856,0.107230651,1.125462874,-1.021202186,0.734300184,-0.925719803,-1.512341597
6/10/2025,3,1.504909705,1.511076008,1.977744835,1.685348859,1.935878493,1.787610354,2.045906278,1.531006462,1.568046675,-0.198674899,-0.865942036,0.433815573,-1.160265854,-0.349668461,-1.168677392,-1.225255794,-0.922530403,-1.049513772,-0.937010526,-0.962909459,-1.190041683,0.662182078,0.046443929,0.9528129,-1.175124018,0.148839351,-1.143325308,-0.633549572
6/9/2025,3,0.845785547,1.422870052,1.421778021,1.859952085,2.001296603,1.816070255,1.893072482,0.83212304,0.895768123,0.999442158,-0.990227566,1.385836394,-1.568271892,0.02814477,-1.102788265,-0.336084106,-0.418206047,-1.133126493,-0.869520785,-0.896577958,-1.121104387,-1.045254272,-1.284713279,-1.589620542,1.011253367,-0.474789462,-1.343855133,-1.42599283
6/6/2025,3,1.388873999,1.454565987,1.410146423,1.875911752,1.683405036,1.529047365,1.534400844,1.396744396,1.444261471,-0.067402807,-0.057294763,2.192896569,-1.212319721,-0.008240534,-0.884165823,-0.26321377,-0.191436915,-1.083125074,-0.755943667,-0.784537857,-0.909932059,-0.874151395,-1.215233317,-0.096541011,-0.85813452,0.179196758,-0.872706196,-0.625780948
6/5/2025,3,0.717876758,1.143625663,1.223408316,1.507060909,1.528365418,1.50270349,1.392834899,0.780305184,0.80204668,0.547052648,-0.766328092,2.230543114,-0.952844634,-0.01221317,-0.69545605,-0.409805693,0.107398346,-0.545392047,-0.756475739,-0.785287273,-0.722714556,-0.435128258,-0.91331476,0.592098511,0.001664906,0.031297735,-0.93198064,-0.564846876
6/4/2025,3,0.980690192,1.026216368,1.237555803,0.849344189,0.938972083,1.113096258,1.056490612,0.953097409,1.03523867,-0.003253475,-0.402656971,0.365033181,0.137607279,-1.041959052,-0.927613569,-0.613444252,0.013325486,-1.379842288,-0.834027271,-0.86230713,-0.953242956,-0.397514445,0.820460557,-0.435662759,-0.046285729,-1.213355814,-0.435409926,-0.027840552
6/3/2025,3,1.154723052,0.813710649,1.243916571,1.389785527,1.14001211,0.896875775,1.195409647,1.185510088,1.152399446,-0.829797355,-0.218823311,0.066481106,-0.848497308,-0.230320621,-0.84876994,-0.952951181,-0.880380066,0.036485867,-0.759287705,-0.78853386,-0.879271497,0.465510442,-1.311262325,0.601828088,-0.756643,-0.375444586,-0.236408061,-0.892121294
6/2/2025,3,1.923704215,1.573009232,1.362860258,0.717576906,1.15815469,1.135503177,1.218425222,2.075152458,1.984237864,-1.139334563,0.887558871,-1.743164866,-0.178523737,-0.713770753,-0.843047875,0.008550072,-0.345842189,0.424551456,-0.621110654,-0.651891928,-0.881456063,-1.13308162,1.656745166,0.231882602,-0.572407182,-1.578396964,-0.348655985,1.421115133
